movieid,actorid,character_name,creditorder,pay,screentime
100,35,Brett,7,,0
100,687,Roger,8,,0
100,6,Butch Coolidge,9,,0
101,688,Ace Ventura,1,,0
101,689,Melissa Robinson,2,,0
101,690,Lt. Lois Einhorn,3,,0
101,691,Emilio,4,,0
101,692,Dan Marino,5,,0
101,354,Riddle,6,,0
101,504,Roger Podacter,7,,0
101,693,Woodstock,8,,0
101,694,Ron Camp,9,,0
102,688,Lloyd,1,,0
102,695,Harry,2,,0
102,696,Mary,3,,0
102,465,Joe Mentalino,4,,0
102,697,J.P. Shay,5,,0
102,237,Nicholas Andre,6,,0
102,698,Athletic Beauty,7,,0
102,699,Barnard,8,,0
102,700,Karl Swanson,9,,0
103,701,Scott Calvin,1,,0
103,702,Neal,2,,0
103,703,Laura,3,,0
103,704,Charlie,4,,0
103,705,Bernard,5,,0
103,706,Detective Nunzio,6,,0
103,707,Ms. Daniels,7,,0
103,708,Elf-Judy,8,,0
103,709,Mr. Whittle,9,,0
104,688,Stanley Ipkiss,1,,0
104,710,Lt. Mitch Kellaway,2,,0
104,711,Dorian,3,,0
104,171,Peggy Brandt,4,,0
104,712,Charlie Schumaker,5,,0
104,713,Niko,6,,0
104,714,Irv,7,,0
104,715,Mrs. Peenman,8,,0
104,716,Burt,9,,0
105,69,Jack Traven,1,,0
105,717,Howard Payne,2,,0
105,671,Annie,3,,0
105,426,Capt. McMahon,4,,0
105,695,Harry,5,,0
105,718,Stephens,6,,0
105,719,Jaguar Owner,7,,0
105,720,Norwood,8,,0
105,721,Helen,9,,0
106,722,Tristan,1,,0
106,538,Ludlow,2,,0
106,723,Alfred,3,,0
106,724,Susannah,4,,0
106,725,Samuel,5,,0
106,726,Isabel Two,6,,0
106,235,Pet,7,,0
106,727,One Stab,8,,0
106,728,Decker,9,,0
108,729,Zazu,1,,0
108,730,Simba,2,,0
108,731,Young Nala,3,,0
108,732,Ed,4,,0
108,484,Shenzi,5,,0
108,733,Rafiki,6,,0
108,734,Scar,7,,0
108,33,Mufasa,8,,0
108,735,Nala,9,,0
109,736,Reggie Love,1,,0
109,660,Roy Foltrigg,2,,0
109,306,Dianne Sway,3,,0
109,737,Barry Muldano,4,,0
109,421,McThune,5,,0
109,738,Clint Von Hooser,6,,0
109,739,Mark Sway,7,,0
109,740,Sgt. Hardy,8,,0
109,496,Thomas Fink,9,,0
110,670,Ray Quick,1,,0
110,291,May Munro,2,,0
110,741,Ned Trent,3,,0
110,742,Joe Leon,4,,0
110,743,Tomas Leon,5,,0
110,744,Charlie,6,,0
110,745,Strongarm,7,,0
110,746,May's Dad,8,,0
110,747,May's Mom,9,,0
111,748,Fred Flintstone,1,,0
111,749,Wilma Flintstone,2,,0
111,66,Barney Rubble,3,,0
111,523,Betty Rubble,4,,0
111,750,Cliff Vandercave,5,,0
111,512,Miss Stone,6,,0
111,751,Pearl Slaghoople,7,,0
111,752,Mr. Slate,8,,0
111,753,Hoagie,9,,0
112,519,Forrest Gump,1,60000000,0
112,754,Nurse at Park Bench,2,,0
112,149,Mrs. Gump,3,,0
112,755,Young Forrest,4,,0
112,756,Doctor,5,,0
112,757,Barber,6,,0
112,758,Crony,7,,0
112,759,Crony,8,,0
112,760,Principal,9,,0
113,416,Colonel Jonathan 'Jack' O'Neil,1,,0
113,761,Dr. Daniel Jackson,2,,0
113,437,Ra,3,,0
113,762,Catherine Langford,4,,0
113,763,Skaara,5,,0
113,764,Sha'uri,6,,0
113,765,General W.O. West,7,,0
113,766,Lieutenant Kawalsky,8,,0
113,767,Anubis,9,,0
114,80,Tom Sanders,1,,0
114,215,Meredith Johnson,2,,0
114,417,Bob Garvin,3,,0
114,413,Susan Hendler,4,,0
114,768,Catherine Alvarez,5,,0
114,769,Philip Blackburn,6,,0
114,770,Stephanie Kaplan,7,,0
114,771,Mark Lewyn,8,,0
114,772,Mary Anne Hunter,9,,0
116,140,Jack Ryan,1,,0
116,773,Clark,2,,0
116,546,Cathy Ryan,3,,0
116,774,Felix Cortez,4,,0
116,775,Robert Ritter,5,,0
116,121,James Cutter,6,,0
116,776,President Bennett,7,,0
116,777,Ernesto Escobedo,8,,0
116,673,Captain Ramirez,9,,0
117,107,Will Randall,1,,0
117,560,Laura Alden,2,,0
117,761,Stewart Swinton,3,,0
117,375,Charlotte Randall,4,,0
117,778,Detective Bridger,5,,0
117,779,Raymond Alden,6,,0
117,780,Mary,7,,0
117,781,Roy,8,,0
117,782,Dr. Vijay Alezais,9,,0
118,71,Bret Maverick,1,,0
118,312,Annabelle Bransford,2,,0
118,783,Marshal Zane Cooper,3,,0
118,232,Joseph,4,,0
118,784,Angel,5,,0
118,642,Commodore Duvall,6,,0
118,785,Room Clerk,7,,0
118,786,Matthew Wicker,8,,0
118,787,The Archduke,9,,0
119,174,Harry Tasker,1,,0
119,788,Helen Tasker,2,,0
119,789,Albert Gibson,3,,0
119,608,Simon,4,,0
119,453,Juno Skinner,5,,0
119,790,Salim Abu Aziz,6,,0
119,791,Dana Tasker,7,,0
119,792,Faisil,8,,0
119,611,Spencer Trilby,9,,0
120,671,Lucy,1,,0
120,589,Jack,2,,0
120,793,Peter,3,,0
120,709,Ox,4,,0
120,794,Saul,5,,0
120,795,Elsie,6,,0
120,796,Midge,7,,0
120,797,Jerry,8,,0
120,798,Joe Jr.,9,,0
121,560,Louanne Johnson,1,,0
121,553,Hal Griffith,2,,0
121,799,Mr. George Grandey,3,,0
121,800,Mrs. Carla Nichols,4,,0
121,801,Mary Benton,5,,0
121,802,Waiter,6,,0
121,803,Irene Roberts,7,,0
121,804,Raul Sanchero,8,,0
121,805,Emilio Ramirez,9,,0
122,629,Max Goldman,1,,0
122,628,John Gustafson,2,,0
122,806,Maria Sophia Coletta Ragetti,3,,0
122,630,Ariel Gustafson,4,,0
122,631,Grandpa Gustafson,5,,0
122,152,Melanie Gustafson,6,,0
122,543,Jacob Goldman,7,,0
122,807,"Allie, Melanie's Daughter",8,,0
122,808,Mama Ragetti,9,,0
123,62,George Banks,1,,0
123,275,Nina Banks,2,,0
123,331,Franck Eggelhoffer,3,,0
123,328,Annie Banks-MacKenzie,4,,0
123,330,Bryan MacKenzie,5,,0
123,329,Matty Banks,6,,0
123,332,Howard Weinstein,7,,0
123,333,John MacKenzie,8,,0
123,334,Joanna MacKenzie,9,,0
124,519,Woody,1,,0
124,701,Buzz Lightyear,2,,0
124,809,Mr. Potato Head,3,,0
124,810,Slinky Dog,4,,0
124,811,Rex,5,,0
124,812,Hamm,6,,0
124,119,Bo Peep,7,,0
124,813,Andy,8,,0
124,814,Sid,9,,0
125,688,Ace Ventura,1,,0
125,815,Fulton Greenwall,2,,0
125,816,Vincent Cadby,3,,0
125,817,Ouda,4,,0
125,674,Burton Quinn,5,,0
125,818,The Wachati Princess,6,,0
125,819,The Tiny Warrior,7,,0
125,820,Hitu (as Adewale),8,,0
125,821,Wachootoo Witch Doctor (as Danny D. Daniels),9,,0
126,1,Chili Palmer,1,,0
126,440,Harry Zimm,2,,0
126,499,Karen Flores,3,,0
126,82,Martin Weir,4,,0
126,822,Ray 'Bones' Barboni,5,,0
126,823,Bo Catlett,6,,0
126,824,Bear,7,,0
126,825,Ronnie Wingate,8,,0
126,826,Nicki,9,,0
127,381,Glenn Holland,1,,0
127,827,Iris Holland,2,,0
127,828,Bill Meister,3,,0
127,3,Principal Jacobs,4,,0
127,829,Vice Principal Wolters,5,,0
127,830,Gertrude Lang,6,,0
127,831,Louis Russ,7,,0
127,832,Bobby Tidd,8,,0
127,38,Rowena Morgan,9,,0
128,10,Somerset,1,,0
128,833,Dead Man at 1st Crime Scene (as Andy Walker),2,,0
128,834,Detective Taylor at First Murder,3,,0
128,722,Mills,4,,0
128,835,Tracy,5,,0
128,836,Officer Davis,6,,0
128,837,Gluttony Victim,7,,0
128,838,Dr. O'Neill,8,,0
128,839,Dr. Santiago,9,,0
129,840,Nicky,1,,0
129,841,Andreas,2,,0
129,842,Casper,3,,0
129,182,Carrigan,4,,0
129,843,Dibs,5,,0
129,844,Rugg,6,,0
129,845,Father Guido Sarducci,7,,0
129,846,Mr. Rogers (archive footage) (as Mr. Rogers),8,,0
129,847,Terry Murphy ('Hard Copy'),9,,0
130,627,Dr. Karen Ross,1,,0
130,848,Dr. Peter Elliot,2,,0
130,118,Captain Monroe Kelly,3,,0
130,252,Herkermer Homolka,4,,0
130,792,Richard,5,,0
130,390,R.B. Travis,6,,0
130,849,Amy,7,,0
130,850,Moira,8,,0
130,851,Amy the Gorilla,9,,0
131,519,Jim Lovell,1,,0
131,608,Fred Haise,2,,0
131,240,Jack Swigert,3,,0
131,852,Ken Mattingly,4,,0
131,657,Gene Kranz,5,,0
131,853,Marilyn Lovell,6,,0
131,854,Barbara Lovell,7,,0
131,855,Susan Lovell,8,,0
131,856,Jeffrey Lovell,9,,0
132,614,Hunter,1,,0
132,440,Ramsey,2,,0
132,857,Zimmer,3,,0
132,553,Cob,4,,0
132,858,Weps,5,,0
132,824,Lt. Bobby Dougherty,6,,0
132,859,Lt. Westergaurd,7,,0
132,860,Ood Mahoney (as Jaime P. Gomez),8,,0
132,861,Hunsicker,9,,0
133,699,Lon,1,,0
133,862,Thomas,2,,0
133,863,Pocahontas,3,,0
133,639,Ben,4,,0
133,864,Kocoum,5,,0
133,71,John Smith,6,,0
133,177,Grandmother Willow,7,,0
133,865,Meeko,8,,0
133,866,Pocahontas,9,,0
134,599,James Bond,1,,0
134,547,Alec Trevelyan,2,,0
134,867,Natalya Simonova,3,,0
134,868,Xenia Onatopp,4,,0
134,390,Jack Wade,5,,0
134,869,M,6,,0
134,870,Valentin Zukovsky,7,,0
134,871,Dimitri Mishkin,8,,0
134,872,Colonel Ourumov,9,,0
135,53,Alan Parrish,1,,0
135,873,Van Pelt,2,,0
135,874,Judy Shepherd,3,,0
135,341,Peter Shepherd,4,,0
135,875,Sarah Whittle,5,,0
135,876,Nora Shepherd,6,,0
135,513,Bentley,7,,0
135,877,Carol Parrish,8,,0
135,878,Young Alan,9,,0
136,879,Young William,1,,0
136,880,Malcolm Wallace,2,,0
136,881,John Wallace,3,,0
136,882,Campbell,4,,0
136,883,MacClannough,5,,0
136,884,Elder Stewart,6,,0
136,885,Young Hamish,7,,0
136,886,Mother MacClannough,8,,0
136,887,Priest No. 1,9,,0
138,606,Batman,1,,0
138,660,Harvey Two-Face,2,,0
138,688,Riddler,3,,0
138,283,Dr. Chase Meridian,4,,0
138,308,Robin,5,,0
138,112,Alfred Pennyworth,6,,0
138,110,Commissioner Gordon,7,,0
138,888,Sugar,8,,0
138,889,Spice,9,,0
139,28,Mariner,1,,0
139,890,Drifter,2,,0
139,891,Gatesman,3,,0
139,892,Enforcer,4,,0
139,893,Elder / Survivor,5,,0
139,894,Elder,6,,0
139,895,Priam,7,,0
139,896,Boy,8,,0
139,897,Boy,9,,0
140,888,Casey Becker,1,,0
140,898,Phone Voice,2,,0
140,899,Steve Orth,3,,0
140,900,Casey's Father,4,,0
140,901,Casey's Mother,5,,0
140,902,Sidney Prescott,6,,0
140,903,Billy Loomis,7,,0
140,904,Neil Prescott,8,,0
140,689,Gale Weathers,9,,0
141,190,Elise Elliot Atchison,1,,0
141,905,Brenda Morelli Cushman,2,,0
141,275,Annie MacDuggan Paradis,3,,0
141,412,Gunilla Garson Goldberg,4,,0
141,906,Shelly Stewart,5,,0
141,367,Morton Cushman,6,,0
141,907,Cynthia Swann Griffin,7,,0
141,586,Bill Atchison,8,,0
141,908,Aaron Paradis,9,,0
142,593,Almï¿½sy,1,,0
142,909,Hana,2,,0
142,773,Caravaggio,3,,0
142,910,Katharine Clifton,4,,0
142,911,Kip,5,,0
142,912,Geoffrey Clifton,6,,0
142,913,Madox,7,,0
142,914,Major Muller,8,,0
142,915,Hardy,9,,0
143,53,Armand Goldman,1,,0
143,440,Senator Keeley,2,,0
143,916,Albert,3,,0
143,64,Louise Keeley,4,,0
143,917,Val Goldman,5,,0
143,918,Barbara Keeley,6,,0
143,919,Agador,7,,0
143,920,Katharine,8,,0
143,921,Harry Radman,9,,0
144,1,George Malley,1,,0
144,922,Lace Pennamin,2,,0
144,430,Nate Pope,3,,0
144,284,Doc,4,,0
144,923,Professor Ringold,5,,0
144,924,Dr. Wellin,6,,0
144,925,Al,7,,0
144,926,Glory,8,,0
144,927,Tito,9,,0
145,928,Jake Tyler Brigance,1,,0
145,671,Ellen Roark,2,,0
145,550,Carl Lee Hailey,3,,0
145,929,D.A. Rufus Buckley,4,,0
145,242,Harry Rex Vonner,5,,0
145,930,Sheriff Ozzie Walls,6,,0
145,931,Ethel Twitty,7,,0
145,417,Lucien Wilbanks,8,,0
145,239,Freddie Lee Cobb,9,,0
146,932,Picard,1,,0
146,933,Riker,2,,0
146,934,Data,3,,0
146,935,Geordi,4,,0
146,936,Worf,5,,0
146,937,Beverly,6,,0
146,938,Troi,7,,0
146,939,Lily,8,,0
146,940,Zefram Cochran,9,,0
147,1,Vic Deakins,1,,0
147,404,Riley Hale,2,,0
147,941,Terry Carmichael,3,,0
147,823,Colonel Max Wilkins,4,,0
147,674,Pritchett,5,,0
147,35,Giles Prentice,6,,0
147,942,Kelly,7,,0
147,943,Lt. Colonel Sam Rhodes,8,,0
147,944,"Chairman, Joint Chief of Staff",9,,0
148,19,Jerry Maguire,1,,0
148,945,Rod Tidwell,2,,0
148,946,Dorothy Boyd,3,,0
148,947,Avery Bishop,4,,0
148,948,Frank Cushman,5,,0
148,949,Bob Sugar,6,,0
148,875,Laurel Boyd,7,,0
148,950,Marcee Tidwell,8,,0
148,951,Ray Boyd,9,,0
149,253,Sherman Klump,1,,0
149,952,Carla Purty,2,,0
149,642,Harlan Hartley,3,,0
149,953,Dean Richmond,4,,0
149,954,Reggie Warrington,5,,0
149,955,Jason,6,,0
149,956,Dean's Secretary,7,,0
149,957,Ernie Klump Jr.,8,,0
149,958,Fit Woman,9,,0
150,959,Cruella DeVil,1,,0
150,695,Roger,2,,0
150,960,Anita,3,,0
150,961,Nanny,4,,0
150,962,Jasper,5,,0
150,963,Horace,6,,0
150,964,Skinner,7,,0
150,965,Alonzo,8,,0
150,966,Frederick,9,,0
151,141,John Patrick Mason,1,,0
151,967,Stanley Goodspeed,2,,0
151,657,General Francis X. Hummel,3,,0
151,228,F.B.I. Director Womack,4,,0
151,968,Major Tom Baxter,5,,0
151,273,Ernest Paxton,6,,0
151,610,Commander Anderson,7,,0
151,969,Carla Pestalozzi,8,,0
151,970,Marine Captain Hendrix,9,,0
152,971,Capt. Steven Hiller,1,,0
152,589,President Thomas J. Whitmore,2,,0
152,972,David Levinson,3,,0
152,231,Marilyn Whitmore,4,,0
152,973,Julius Levinson,5,,0
152,974,General William Grey,6,,0
152,97,Russell Casse,7,,0
152,975,Constance Spano,8,,0
152,492,Albert Nimziki,9,,0
153,19,Ethan Hunt,1,,0
153,976,Jim Phelps,2,,0
153,977,Claire,3,,0
153,775,Kittridge,4,,0
153,978,Krieger,5,,0
153,624,Luther,6,,0
153,910,Sarah Davies,7,,0
153,979,Max,8,,0
153,980,Hannah,9,,0
154,71,Tom Mullen,1,,0
154,499,Kate Mullen,2,,0
154,981,Sean Mullen,3,,0
154,852,Det. Jimmy Shaker,4,,0
154,823,Agent Lonnie Hawkins,5,,0
154,982,Maris Conner,6,,0
154,983,Clark Barnes,7,,0
154,984,Cubby Barnes,8,,0
154,985,Miles Roberts,9,,0
155,986,Michael Jordan,1,,0
155,987,Stan Podolak,2,,0
155,988,Juanita Jordan,3,,0
155,989,Jeffery Jordan,4,,0
155,990,Marcus Jordan,5,,0
155,991,Jasmine Jordan,6,,0
155,992,Michael Jordan (10 Years Old),7,,0
155,993,Larry Bird,8,,0
155,115,Bill Murray,9,,0
156,994,Dr. Jo Harding,1,,0
156,608,Bill Harding,2,,0
156,285,Dr. Jonas Miller,3,,0
156,995,Dr. Melissa Reeves,4,,0
156,494,Dustin Davis,5,,0
156,996,Meg Greene,6,,0
156,718,Robert 'Rabbit' Nurick,7,,0
156,997,Allan Sanders,8,,0
156,998,Jason 'Preacher' Rowe,9,,0
157,168,Hugo,1,,0
157,999,Quasimodo's Mother,2,,0
157,1000,Brutish Guard,3,,0
157,732,Guards,4,,0
157,1001,Oafish Guard,5,,0
157,67,Quasimodo,6,,0
157,1002,Frollo,7,,0
157,1003,Clopin,8,,0
157,1004,Victor,9,,0
158,174,U.S. Marshal John 'The Eraser' Kruger,1,,0
158,198,U.S. Marshal Robert DeGuerin,2,,0
158,1005,Lee Cullen,3,,0
158,642,WitSec Chief Beller,4,,0
158,236,Johnny Casteleone,5,,0
158,940,William Donohue,6,,0
158,1006,WitSec Deputy Monroe,7,,0
158,1007,Undersecretary of Defense Daniel Harper,8,,0
158,1008,WitSec Agent Calderon,9,,0
159,1,Michael,1,,0
159,572,Dorothy Winters,2,,0
159,1009,Frank Quinlan,3,,0
159,411,Vartan Malt,4,,0
159,236,Huey Driscoll,5,,0
159,1010,Pansy Milbank,6,,0
159,1011,Judge Esther Newberg,7,,0
159,1012,Bruce Craddock,8,,0
159,1013,Anita,9,,0
160,1014,Will,1,,0
160,1015,Chuckie,2,,0
160,1016,Lambeau,3,,0
160,1017,Tom,4,,0
160,1018,Krystyn,5,,0
160,1019,Cathy,6,,0
160,1020,Morgan,7,,0
160,1021,Billy,8,,0
160,1022,Barbershop Quartet #1,9,,0
161,1023,Julie James,1,,0
161,1024,Helen Shivers,2,,0
161,1025,Barry Cox,3,,0
161,1026,Ray Bronson,4,,0
161,1027,Benjamin Willis,5,,0
161,1028,Elsa Shivers,6,,0
161,1029,Melissa Egan,7,,0
161,92,Max,8,,0
161,1030,Officer,9,,0
162,952,Maureen,1,,0
162,1031,Phil,2,,0
162,1032,Usher Giving Out Costumes,3,,0
162,1033,Screaming Girl Up Aisle,4,,0
162,1034,Stab' Casey,5,,0
162,898,The Voice,6,,0
162,1035,Popcorn Boy,7,,0
162,1036,Theater Girl #1,8,,0
162,1037,Theater Girl #2,9,,0
163,153,Julianne Potter,1,,0
163,1038,Michael O'Neal,2,,0
163,1039,Kimberly Wallace,3,,0
163,1040,George Downes,4,,0
163,1041,Walter Wallace,5,,0
163,1042,Joe O'Neal,6,,0
163,1043,Samantha Newhouse,7,,0
163,1044,Amanda Newhouse,8,,0
163,1045,Isabelle Wallace,9,,0
164,688,Fletcher Reede,1,,0
164,1046,Audrey Reede,2,,0
164,1047,Max Reede,3,,0
164,285,Jerry,4,,0
164,1048,Greta,5,,0
164,1049,Samantha Cole,6,,0
164,1050,Miranda,7,,0
164,797,Judge Marshall Stevens,8,,0
164,1051,Dana Appleton,9,,0
165,107,Melvin Udall,1,,0
165,994,Carol Connelly,2,,0
165,1052,Simon Bishop,3,,0
165,945,Frank Sachs,4,,0
165,903,Vincent,5,,0
165,1053,Beverly,6,,0
165,1054,Jackie,7,,0
165,1055,Nora,8,,0
165,1056,Verdell,9,,0
166,1057,George,1,,0
166,1058,Ursula Stanhope,2,,0
166,1059,Lyle Van de Groot,3,,0
166,1060,Kwame,4,,0
166,1061,Max,5,,0
166,1062,Thor,6,,0
166,1063,Beatrice Stanhope,7,,0
166,1064,Betsy,8,,0
166,1065,Arthur Stanhope,9,,0
167,972,Ian Malcolm,1,,0
167,662,Sarah Harding,2,,0
167,1066,Roland Tembo,3,,0
167,1067,Peter Ludlow,4,,0
167,1068,John Hammond,5,,0
167,1069,Nick Van Owen,6,,0
167,1070,Kelly Curtis,7,,0
167,1071,Dieter Stark,8,,0
167,1072,Ajay Sidhu,9,,0
168,1073,Duncan Malloy,1,,0
168,582,Baby-O',2,,0
168,1008,Billy Bedlam,3,,0
168,804,Sally-Can't Dance,4,,0
168,645,Cyrus The Virus,5,,0
168,624,Diamond Dog,6,,0
168,954,Pinball',7,,0
168,290,Guard Sally Bishop,8,,0
168,1074,Guard Falzon,9,,0
169,71,Jerry Fletcher,1,,0
169,153,Alice Sutton,2,,0
169,932,Dr. Jonas,3,,0
169,479,Agent Lowry,4,,0
169,79,Wilson (as Stephen Kahan),5,,0
169,1075,Flip,6,,0
169,1076,Cynic,7,,0
169,1077,Justice Guard,8,,0
169,1078,Justice Guard,9,,0
170,1,Sean Archer,1,,0
170,967,Castor Troy,2,,0
170,1079,Eve Archer,3,,0
170,1080,Pollux Troy,4,,0
170,1081,Sasha Hassler,5,,0
170,1082,Jamie Archer,6,,0
170,1083,Dietrich Hassler,7,,0
170,1084,Victor Lazarro,8,,0
170,1085,Dr. Malcolm Walsh,9,,0
171,53,Professor Philip Brainard,1,,0
171,1086,Dr. Sara Jean Reynolds,2,,0
171,634,Wilson Croft,3,,0
171,1087,Wesson,4,,0
171,1088,Smith,5,,0
171,21,Chester Hoenicker,6,,0
171,1089,Bennett Hoenicker,7,,0
171,130,Martha George,8,,0
171,124,Weebo,9,,0
172,1090,Hercules,1,,0
172,1091,Young Hercules,2,,0
172,1092,Young Hercules,3,,0
172,82,Phil,4,,0
172,741,Hades,5,,0
172,1093,Meg,6,,0
172,1094,Pain,7,,0
172,98,Panic,8,,0
172,1095,Zeus,9,,0
173,140,President James Marshall,1,,0
173,537,Ivan Korshunov,2,,0
173,959,Vice President Kathryn Bennett,3,,0
173,703,Grace Marshall,4,,0
173,1096,Alice Marshall,5,,0
173,1097,Chief of Staff Lloyd Shepherd,6,,0
173,1098,Agent Gibbs,7,,0
173,829,Major Caldwell,8,,0
173,1099,Defense Secretary Walter Dean,9,,0
174,660,Kay,1,,0
174,971,Jay,2,,0
174,1100,Laurel,3,,0
174,1101,Edgar,4,,0
174,1095,Zed,5,,0
174,1102,Jeebs,6,,0
174,1103,Beatrice,7,,0
174,1104,Gentle Rosenburg,8,,0
174,825,Van Driver,9,,0
175,1105,Young Ellie,1,,0
175,968,Ted Arroway,2,,0
175,312,Eleanor Arroway,3,,0
175,1106,Fisher,4,,0
175,1107,Kent,5,,0
175,1108,Vernon (as SaMi Chester),6,,0
175,1109,Davio,7,,0
175,1110,Cantina Woman,8,,0
175,928,Palmer Joss,9,,0
176,599,James Bond,1,,0
176,1111,Elliot Carver,2,,0
176,1112,Wai Lin,3,,0
176,1113,Paris Carver,4,,0
176,1114,Henry Gupta,5,,0
176,1115,Stamper,6,,0
176,390,Wade,7,,0
176,1116,Dr. Kaufman,8,,0
176,869,M,9,,0
178,1117,Jack Dawson,1,,0
178,1118,Rose Dewitt Bukater,2,,0
178,139,Cal Hockley,3,,0
178,199,Molly Brown,4,,0
178,444,Ruth Dewitt Bukater,5,,0
178,1119,Old Rose,6,,0
178,608,Brock Lovett,7,,0
178,1120,Captain Smith,8,,0
178,1121,Spicer Lovejoy,9,,0
179,1039,Mary,1,,0
179,1122,Healy,2,,0
179,1123,Ted,3,,0
179,1124,Tucker,4,,0
179,573,Dom,5,,0
179,1125,Magda,6,,0
179,1126,Sully,7,,0
179,1127,Mary's Mom,8,,0
179,1128,Mary's Dad,9,,0
180,1129,Bobby Boucher,1,,0
180,199,Mama Boucher,2,,0
180,1130,Coach Klein,3,,0
180,1131,Vicki Vallencourt,4,,0
180,1132,Red Beaulieu,5,,0
180,1133,Derek Wallace,6,,0
180,1134,Farmer Fran,7,,0
180,1135,Gee Grenouille,8,,0
180,1136,Lyle Robideaux,9,,0
181,1137,Philip Henslowe,1,,0
181,1138,Hugh Fennyman,2,,0
181,1139,Lambert,3,,0
181,1140,Frees,4,,0
181,1141,Will Shakespeare,5,,0
181,1142,Makepeace - the Preacher,6,,0
181,1143,Dr. Moth,7,,0
181,1144,Will Kempe,8,,0
181,1145,Richard Burbage,9,,0
182,1146,Tommy Pickles,1,,0
182,1147,Chuckie Finster,2,,0
182,1148,Philip Deville,3,,0
182,1149,Didi Pickles,4,,0
182,1150,Howard DeVille,5,,0
182,1151,Susie Carmichael (voice),6,,0
182,707,Woman Guest (voice),7,,0
182,1152,Male Guest (voice),8,,0
182,1153,Aunt Miriam (voice),9,,0
183,1154,Sang,1,,0
183,1155,Lee,2,,0
183,1138,Griffin,3,,0
183,1156,Consul Han,4,,0
183,1157,First Caucasian,5,,0
183,1158,Dinner Guest,6,,0
183,1159,Soo Yung,7,,0
183,1160,Carter,8,,0
183,1161,Clive,9,,0
184,153,Isabel Kelly,1,,0
184,736,Jackie Harrison,2,,0
184,657,Luke Harrison,3,,0
184,1105,Anna Harrison,4,,0
184,1162,Ben Harrison,5,,0
184,1163,Dr. P. Sweikert,6,,0
184,1164,Duncan Samuels,7,,0
184,1165,Mrs. Franklin,8,,0
184,1166,Cooper (as Andre Blake),9,,0
185,53,Patch Adams,1,,0
185,1167,Truman,2,,0
185,1168,Carin,3,,0
185,494,Mitch,4,,0
185,674,Dean Walcott,5,,0
185,1169,Dr. Eaton,6,,0
185,1170,Joletta,7,,0
185,1171,Judy,8,,0
185,1084,Dean Anderson,9,,0
186,688,Truman Burbank,1,,0
186,627,Meryl Burbank,2,,0
186,1172,Marlon,3,,0
186,1173,Lauren,4,,0
186,1063,Truman's Mother,5,,0
186,1174,Truman's Father,6,,0
186,1175,Young Truman,7,,0
186,1176,Lawrence,8,,0
186,1177,Vivien,9,,0
187,519,Joe Fox,1,,0
187,45,Kathleen Kelly,2,,0
187,1052,Frank Navasky,3,,0
187,1178,Patricia Eden,4,,0
187,1010,Birdie Conrad,5,,0
187,1179,George Pappas,6,,0
187,1180,Christina Plutzker,7,,0
187,954,Kevin Jackson,8,,0
187,1181,Nelson Fox,9,,0
188,519,Captain Miller,1,,0
188,1182,Sergeant Horvath,2,,0
188,1183,Private Reiben,3,,0
188,1184,Private Jackson,4,,0
188,1185,Private Mellish,5,,0
188,1186,Private Caparzo,6,,0
188,1187,T-4 Medic Wade,7,,0
188,1188,Corporal Upham,8,,0
188,1014,Private Ryan,9,,0
189,606,Moses,1,,0
189,593,Rameses,2,,0
189,560,Tzipporah,3,,0
189,671,Miriam,4,,0
189,972,Aaron,5,,0
189,72,Jethro,6,,0
189,932,Seti,7,,0
189,1189,The Queen,8,,0
189,62,Hotep,9,,0
190,253,Dr. John Dolittle,1,,0
190,632,Archer Dolittle,2,,0
190,242,Dr. Mark Weller,3,,0
190,709,Calloway,4,,0
190,1190,Dr. Gene 'Geno' Reiss,5,,0
190,1191,Lisa Dolittle,6,,0
190,1126,Dr. Fish,7,,0
190,1192,Maya Dolittle,8,,0
190,1193,Charisse Dolittle,9,,0
191,284,Spurgeon Tanner,1,,0
191,1194,Jenny Lerner,2,,0
191,1195,Leo Biederman,3,,0
191,979,Robin Lerner,4,,0
191,10,President Beck,5,,0
191,1196,Jason Lerner,6,,0
191,940,Alan Rittenhouse,7,,0
191,1197,Oren Monash,8,,0
191,1198,Gus Partenza,9,,0
192,1199,Shan-Yu,1,,0
192,600,Yao,2,,0
192,1200,Fa Li,3,,0
192,1201,Grandmother Fa,4,,0
192,1202,Chi Fu,5,,0
192,1203,The Matchmaker,6,,0
192,1204,The Emperor,7,,0
192,253,Mushu,8,,0
192,1205,Grandmother Fa,9,,0
193,971,Robert Clayton Dean,1,,0
193,440,Edward Lyle,2,,0
193,976,Thomas Brian Reynolds,3,,0
193,1206,Rachel F. Banks,4,,0
193,950,Carla Dean,5,,0
193,500,Congressman Sam Albert,6,,0
193,1207,Christa Hawkins,7,,0
193,1208,Hicks,8,,0
193,1184,David Pratt,9,,0
194,1209,Young Alejandro Murrieta (as Jose Maria de Tavira),1,,0
194,1210,Young Joaquï¿½n Murrieta,2,,0
194,1211,Boy Crying,3,,0
194,1212,Woman Crying,4,,0
194,1213,Undertaker,5,,0
194,1214,Fray Felipe,6,,0
194,500,Don Rafael Montero,7,,0
194,1215,Don Luiz,8,,0
194,538,Don Diego de la Vega,9,,0
195,1216,Flik,1,,0
195,929,Hopper,2,,0
195,1217,Atta,3,,0
195,1218,Dot,4,,0
195,1219,Queen,5,,0
